 acc_x, acc_y, acc_z, gyro_x, gyro_y, gyro_z, lacc_x, lacc_y, lacc_z, eul_x, eul_y, eul_z,label
1.0788729863593756,1.1458897348508192,-1.170860040381783,2.4068591441444984,-0.6769488119048341,-2.272050608079094,0.8637581038906761,1.0149340539547844,-1.2928712313361856,-0.7279257829255893,0.8293852072194589,0.3979522926208445,3
-0.3920791104728162,-0.09083895235461004,0.05109644609621132,0.058250619495862126,0.07168993555010825,1.159221196651698,-2.0363318085298032,-1.0798568743940538,2.9825850548009205,0.5979381134445786,1.2326743443275645,0.7136171997162287,3
-1.1169727697030682,0.883221695090374,1.4948730591004658,-0.45125772312407314,0.1318197184542146,-0.1595248849844752,-0.05155266581013959,-0.28184128264211544,0.160571724497024,1.5058214014260216,-1.40451398104976,-1.45486346641728,2
-0.15397535379134586,-0.8131760616958345,-1.0190883748638158,-1.0872661119270868,-0.6824568836212408,-2.2564366544725214,-0.8608800832298082,-1.0923258680151777,-2.258296844334887,0.8076812964631208,0.2725235667005868,-0.11699324277997346,3
-1.3074557750482443,1.1021117282240782,1.5804878447772677,-0.07340848240430747,0.08913216265206275,-0.08018912071324302,-0.15753601809128667,0.004945570643737382,0.2030080151782856,1.3712775268461377,-1.5174349394400297,-1.4515695717345456,2
0.15291393259810412,0.9051106984037445,-0.33806167061652576,-0.7143695646957285,-0.0572907438090817,-0.180624822290654,-0.5718345770084982,0.7406161942900555,-0.009173438228022395,0.7899665006000683,0.5267570387335365,-0.1718914874922142,3
2.094782348200313,0.2046625923758908,-0.25633846610685096,-0.517087274074158,-1.9649195815912648,-3.7199283060290815,2.896711497647225,0.2543254430662181,0.7016344306831094,0.4799575729966487,0.6158032802070059,0.2947435925618322,3
0.9783402890938653,0.5548866453898175,-0.48983333613449326,-1.4894660956315233,1.574934508152767,-0.15699289250773374,0.8926626545128071,-0.5810971295490924,0.012044707112608393,0.5087441162741091,0.7971220762508103,-0.5836283228340197,3
-1.0958079913313825,2.21845089720597,1.5337888707717393,-0.07093213566010366,0.051493672589950384,-0.09116108811245598,0.15077918854477756,0.11716651323385371,0.06509007046418541,1.3286734427954963,-1.4851718084713812,-1.829269495354762,2
-1.2122142723756564,-0.34256249045836995,1.4092582734236638,-0.12231633060233285,0.08913216265206275,-0.024907284971054634,-0.09009206663964762,0.204449468581722,0.19239894250797018,-0.7351002752501256,-1.4651686672708195,-0.8202397575437771,2
0.5815006946247491,-0.8788430716359458,-0.6766292321566071,-0.1313962686644135,0.31542210900110423,1.8660690964086872,0.1411443383374006,-0.3566552443688597,-0.030391583568653183,-1.218359906394199,0.5996717147226817,0.8750180391702167,4
-1.2809998020836366,1.025500216627282,1.4831983155990835,-0.30432781630131334,0.18093335792550755,-0.06457516710667073,-0.19607541892079472,-0.007523422977386649,0.012044707112608393,1.4997097968532687,-1.4735570813226677,-1.4241204493784252,2
-1.2227966615614994,1.4085577746112643,1.5415720331059943,-0.10828369905184457,0.051493672589950384,-0.09369308058919742,-0.12863146746915566,0.204449468581722,0.18178986983765477,1.497495447370387,-1.4574255158383436,-1.492743255268726,2
0.4756768027663184,-0.27689548051825863,-0.559881797142786,-0.11344275476893585,0.1607370949653497,0.28905978214488554,-0.08045721643227062,0.10469751961272968,0.2242261605189164,-1.1232314526096068,0.639677997123806,0.7202049890816978,1
-1.4609004182429692,0.7299986718967811,1.634969981117051,-0.1262372129473222,0.09464023436846944,-0.10677504171902827,-0.19607541892079472,0.09222852599160565,0.21361708784860098,1.3547141927141835,-1.6587474530827102,-1.297305504093149,2
-1.2175054669685779,1.4195022762679494,1.572704682443013,-0.11220458139683394,0.20388365674386874,-0.06457516710667073,0.08333523709313853,0.5660502835943191,0.1393535791563932,1.4919152866735255,-1.5580864844605269,-1.3862406605269793,2
-1.2651262183048717,1.3866687712978938,1.584379425944395,-0.14047620672649416,0.10611538377765004,-0.1012890580194218,-0.0611875160175166,-0.05739939746188281,0.1499626518267086,1.475883396417463,-1.5296949292081163,-1.5783845170198216,2
0.2799026028282205,0.5658311470465027,-0.10456680058888365,0.7611203703923787,-1.4315546370525503,-0.7950549966465799,-0.47548607493472794,0.528643302730947,1.2426971368691948,-0.1998477182479928,0.6880726935767787,0.26729447020571184,3
0.6979069756690235,-0.4848410119952776,-0.7466776931648997,-0.2384982653512286,0.4935164278315871,0.12785626112567966,0.24712769061854767,-0.14468235280975109,0.05448099779387,-1.1142854806987654,0.7242074002616652,0.960659300921312,1
0.46509441358047554,0.28127410397268715,-0.8517503846773388,0.48500770841365315,-0.24640120607237798,-0.23084267307935946,0.5072686462177268,1.800480652085599,-1.8445430101925864,-1.056180950267953,0.03506692277133372,0.5214733432233861,3
0.36456171631496537,-1.7544032041707627,-1.1630768780475285,-2.3407102889515854,0.7142983024642219,0.08565638651332214,-0.1479011678839097,-2.8753919558359153,-2.6296143877959257,1.6470083244545504,0.4867507563324121,-0.6934248122585012,3
2.0736175698286266,-1.404179151156836,-0.1590489369286667,-0.4035880482981497,-0.008636110314155954,0.40215544610600373,2.983425149513618,-0.7681320338659529,0.9986884654519405,0.3249531091949389,0.4583592010800016,0.7273417608942889,3
